2.7,6,4,18.23
2.4,4,4,18.66310215
3.5,6,4,19.72982106
2.7,6,4,20.53451524
2.7,6,4,21.86969626
3.5,6,4,28.25372751
2.7,6,4,16.48225
3.9,6,2,19.38451311
2.4,4,4,13.97826
2.3,4,4,18.14243707
2.4,4,4,18.70116109
3.5,6,4,19.05137553
2.7,6,4,20.41058435
2.4,4,4,20.94096582
5.7,8,4,27.71697004
2.5,4,4,17.96347879
3,6,4,20.79459284
3.5,6,4,29.20034118
2.7,6,4,30.98083233
2.7,6,2,24.76736151
2.7,6,4,25.85949906
3.5,6,4,29.58543421
2.7,6,4,22.77
2.7,6,2,25.71742892
3.5,6,4,29.06341638
2.7,6,4,20.13533851
2.4,4,4,22.04590959
3.5,6,4,19.35316091
2.7,6,4,22.537
2.7,6,4,21.90251466
2.7,6,4,23.7659
2.7,6,4,23.753
2.7,6,2,24.15886826
2.7,6,4,18.75120203
2.4,4,4,21.49651157
2.4,4,4,16.79147
2.5,4,4,18.21259014
2.4,4,4,19.46111307
3,6,4,21.00479882
5.7,8,4,29.51156359
2.4,4,4,14.95832102
2.3,4,4,19.51706338
3.5,6,4,20.59345942
3.3,6,2,21.22661474
2.4,4,4,16.38
3.5,6,4,18.03780677
2.7,6,4,21.51571478
2.4,4,4,21.77706775
2.4,4,4,18.119
2.4,4,4,21.6278446
2.4,4,4,18.95
3.9,6,4,19.83909775
2.4,4,4,22.15927505
3.3,6,4,21.82052526
2.7,6,4,23.17093794
2.4,4,4,27.24304989
2.4,4,4,18.18
3.5,6,4,18.62860972
2.2,4,4,18.78019076
5.7,8,4,26.90973714
3.9,6,4,19.10789104
2.4,4,4,20.1165
3.8,6,4,21.33296564
2.5,4,4,18.37361426
2.4,4,4,19.35242272
2.3,4,4,19.40358903
2.4,4,4,20.44681674
3,6,4,20.82238351
2.5,4,4,21.14669524
5.7,8,4,28.12958322
3,6,4,18.94138969
3.9,6,4,19.84852269
2.4,4,4,22.11634054
3.3,6,2,22.85478373
5.7,8,4,28.33168414
2.4,4,4,14.62275
3.5,6,2,19.63516695
2.4,4,4,16.747
2.4,4,4,19.62345828
3,6,4,20.54092899
3.5,6,4,21.08562682
2.4,4,2,24.14442972
3.5,6,4,26.63850492
6.1,8,4,29.7476139
5.7,8,4,30.27168646
2.4,4,4,17.986
2.4,4,4,19.7067649
3.5,6,4,20.82849363
6.1,8,4,30.35335124
5.7,8,4,32.37073274
3,6,4,18.82935308
2.4,4,4,19.15942177
3.5,6,4,20.40708403
2.4,4,4,22.22570372
2.4,4,4,22.64006738
5.7,8,4,28.9459096
2.4,4,4,14.403
5.7,8,4,30.44666947
2.4,4,4,17.2925
3.5,6,4,19.33754317
2.4,4,4,20.61613326
3.3,6,4,21.09486471
2.4,4,4,22.80702602
2.4,4,4,17.3535
2.7,6,4,21.06637808
3.5,6,4,26.02080603
5.3,8,4,19.97265132
2.7,6,4,20.43895099
2.4,4,4,26.73041751
2.4,4,4,18.526
2.4,4,4,20.66777331
3.5,6,4,21.08282709
2.4,4,4,21.52540837
