-1.955700,0.183121,0.182587,0.187023,0.324010
1.114800,0.200983,0.198675,0.205054,0.337680
-2.208000,0.187151,0.190358,0.192042,0.388350
-0.364490,0.228800,0.233904,0.235013,0.392070
-0.363840,0.228770,0.233848,0.234980,0.391890
-0.683870,0.208679,0.198448,0.212412,0.259990
2.849100,0.103578,0.094004,0.105287,0.427720
-0.285200,0.223070,0.223357,0.228567,0.357200
-2.205100,0.187304,0.190625,0.192205,0.389290
-0.692610,0.207293,0.196172,0.210858,0.252580
1.515400,0.202071,0.199689,0.204965,0.283830
-0.417380,0.230225,0.236583,0.236619,0.399580
2.265200,0.134787,0.133620,0.133915,0.366710
0.852600,0.162789,0.142825,0.162425,0.129410
2.883100,0.099807,0.088257,0.101341,0.371470
-0.231370,0.216945,0.212473,0.221681,0.320800
0.071019,0.163455,0.136944,0.161850,0.090262
1.046500,0.192843,0.185336,0.196030,0.285440
1.658000,0.186513,0.177489,0.187220,0.165420
1.598800,0.193494,0.186872,0.195126,0.213400
1.173000,0.206281,0.207604,0.210871,0.372320
-2.651000,0.121193,0.088648,0.121449,0.079723
-2.146900,0.189385,0.194192,0.194381,0.399480
-0.306180,0.224987,0.226846,0.230722,0.368880
-0.406460,0.230094,0.236335,0.236471,0.399150
2.285200,0.134214,0.133291,0.133535,0.400640
-2.152800,0.189261,0.193988,0.194257,0.399190
-0.996180,0.150987,0.125342,0.148101,0.051602
2.286300,0.134183,0.133274,0.133515,0.400480
1.192200,0.206800,0.209031,0.211473,0.381010
1.196200,0.207923,0.210381,0.212652,0.382660
2.310300,0.133535,0.132900,0.133103,0.346280
-0.442030,0.230210,0.236555,0.236602,0.398400
-2.631100,0.125247,0.093970,0.125744,0.090179
2.566900,0.125400,0.125729,0.127101,0.398340
-1.638200,0.144165,0.127716,0.142756,0.084513
-2.009300,0.186785,0.189111,0.191210,0.359580
-1.843200,0.171603,0.163546,0.173940,0.231950
2.537200,0.126720,0.127267,0.128254,0.308310
-0.372110,0.229127,0.234516,0.235381,0.393980
-0.653450,0.213240,0.206095,0.217529,0.285450
-0.727070,0.201544,0.186968,0.204415,0.223280
-2.445800,0.160098,0.144907,0.162947,0.224340
2.319700,0.133288,0.132756,0.132950,0.304630
2.338300,0.132810,0.132472,0.132655,0.210170
-0.209150,0.213951,0.207305,0.218318,0.303700
-2.586700,0.134171,0.106136,0.135222,0.116570
-0.333070,0.227029,0.230606,0.233020,0.381380
1.182400,0.206980,0.208786,0.211631,0.376780
1.822300,0.166329,0.155390,0.164870,0.065066
1.411100,0.209454,0.212056,0.213625,0.359380
1.281100,0.211484,0.216242,0.216387,0.399590
1.629600,0.189927,0.181963,0.191075,0.187890
-0.166700,0.207576,0.196634,0.211162,0.268920
0.819040,0.157297,0.136548,0.156261,0.107680
-1.827900,0.169726,0.160645,0.171810,0.219020
-2.412600,0.165378,0.153406,0.168623,0.252610
1.160200,0.205258,0.205871,0.209753,0.365740
-2.469700,0.156064,0.138548,0.158617,0.204270
-0.480160,0.229332,0.234906,0.235616,0.390770
1.802300,0.168702,0.157607,0.167452,0.074167
0.787450,0.152244,0.131288,0.150585,0.089431
1.237500,0.210142,0.214099,0.215023,0.395170
2.281200,0.134326,0.133356,0.133608,0.399370
-0.164660,0.207250,0.196101,0.210796,0.267200
-0.502030,0.228367,0.233100,0.234530,0.383340
2.877100,0.100487,0.089291,0.102054,0.395990
-1.733600,0.157214,0.142880,0.157607,0.144160
1.334800,0.211716,0.216350,0.216454,0.392250
2.868200,0.101485,0.090810,0.103100,0.421730
-0.309540,0.225268,0.227361,0.231038,0.370610
-1.935200,0.181376,0.179565,0.185037,0.308420
1.306100,0.211785,0.216635,0.216638,0.397910
-0.219680,0.215401,0.209796,0.219947,0.311920
-0.504830,0.228220,0.232825,0.234364,0.382230
1.018600,0.189016,0.179285,0.191770,0.262080
-2.470000,0.156012,0.138467,0.158562,0.204060
-0.282870,0.222840,0.222941,0.228308,0.355810
-2.072100,0.188392,0.192807,0.193183,0.388400
-0.867650,0.175100,0.149966,0.174869,0.116010
-1.657400,0.146736,0.130389,0.145687,0.094933
-2.201100,0.187509,0.190979,0.192422,0.390500
-0.267140,0.221203,0.219995,0.226467,0.345930
2.238500,0.135611,0.134093,0.134489,0.245950
1.166700,0.205788,0.206768,0.210333,0.369160
