-0.069168,0.56798
-0.48806,0.20185
0.037611,0.56629
-0.99522,0.55945
0.062593,0.94745
-0.042621,0.52574
-0.0085836,0.4167
-0.91635,0.90987
-0.25871,0.076762
-0.71552,0.23884
0.028363,0.74333
-0.0095485,0.78459
-0.98151,0.47751
-0.20266,0.067636
-0.99489,0.6784
0.0020426,0.92157
-0.090273,0.1406
0.082666,0.22608
-1.2384,0.74656
-1.0176,0.41087
0.074061,0.061973
0.052174,0.68195
0.43006,0.1244
-0.31893,0.66046
-0.17158,0.48429
-0.97293,0.77336
-0.056985,0.083506
-1.0034,0.38453
-1.0134,0.09695
-1.2213,0.28285
-0.27555,0.033799
-0.86075,0.63801
-0.92655,0.054533
-0.11171,0.77682
-0.89443,0.19475
0.11187,0.62203
-0.78132,0.47899
0.025992,0.051183
-0.49531,0.11106
-0.056329,0.97544
-0.54299,0.028001
0.073551,0.28897
0.070365,0.064826
-1.0547,0.64575
-1.0056,0.96963
-1.1259,0.56571
-0.96558,0.58193
-1.0987,0.91432
-0.024519,0.44141
0.14494,0.80912
