0.27491,1.1765
-0.17978,0.59473
1.0227,-0.72842
0.52144,-1.042
1.2465,-0.11837
-0.97382,0.51107
1.2124,-1.2364
-0.4146,0.25616
1.2854,0.15159
1.544,1.7522
-1.4516,-1.2901
1.3043,0.17545
-1.5937,-1.3568
0.057365,-0.13365
-0.25296,-0.40614
1.0086,-0.98388
0.47987,-1.1025
-1.3745,-0.20496
0.94062,-0.78898
-1.3152,0.99478
0.61729,-0.0095972
-1.6232,0.46849
0.89716,1.0713
-0.96682,0.59231
-1.1064,-0.82129
0.4301,-0.65434
0.77276,-0.74662
-0.39996,0.0046271
1.0528,0.47151
1.116,-0.65925
0.6479,1.4062
-0.74235,-1.022
-2.0291,0.35912
0.46478,-1.258
0.98093,0.092062
0.11186,0.028539
-1.2233,-0.11852
0.75336,1.8882
-0.84251,-1.0797
1.1114,-0.062821
0.022371,1.4297
0.11737,-1.0688
-2.2517,-1.963
0.93078,0.78345
0.82616,1.4188
0.21716,-1.2092
-0.90355,-0.20257
-1.5857,0.32248
1.1693,0.51055
0.36964,1.0337
-0.31766,0.31722
-0.10906,-1.0672
1.669,0.087693
-1.5203,-1.2274
-0.53943,1.4054
0.91589,1.6301
-0.91414,0.42462
1.0311,1.293
-0.22246,2.4653
-0.67569,1.3005
