 -0.970990139  0.429424950    0
 -0.631997027  0.251952852    0
 -0.773605760  0.690750778    0
 -0.606211523  0.175677956    0
 -0.539409005  0.376744239    0
 -0.960325850  0.110040710    0
 -1.041375608  0.328508085    0
 -0.822600536  0.175874200    0
 -0.943714771 -0.180633309    0
 -0.968763299  0.296070217    0
 -0.853637980  0.644010559    0
 -0.771994930  0.476344773    0
 -0.718952712  0.090457675    0
 -0.539520701  0.447837856    0
 -0.540093447  0.551067215    0
 -0.792923186  0.531235891    0
 -0.861472850  0.287352652    0
 -0.470131571  0.544251260    0
 -0.770683778  0.482733051    0
 -0.803031230  0.228632039    0
 -0.962520756  0.367759881    0
 -0.681960494  0.495354977    0
 -0.433007837  0.213645636    0
 -0.336831640  0.293614869    0
 -0.696425307  0.315194495    0
 -0.355766886  0.269794553    0
 -0.547898136  0.277054714    0
 -0.799663889  0.292931173    0
 -0.780012402  0.038437662    0
 -0.853938355  0.198423604    0
 -0.896295454  0.286916469    0
 -0.824028270  0.295231859    0
 -0.901075546  0.321018371    0
 -0.556718720  0.358145252    0
 -0.871004652  0.258992681    0
 -0.800820459  0.363123198    0
 -0.699003238  0.417050087    0
 -0.759409251  0.366156047    0
 -0.775268090  0.306716684    0
 -0.893576947 -0.096908084    0
 -0.284857192  0.307321395    0
 -0.665571750  0.365820514    0
 -0.741374392  0.298498149    0
 -0.767733049  0.245811163    0
 -0.779306345  0.319092986    0
 -0.892190952  0.201459901    0
 -0.122811626  0.516497113    0
 -0.731730651  0.055992550    0
 -1.011976425  0.344692082    0
 -0.573762197  0.059676643    0
 -0.641425285  0.333730563    0
 -0.985902178  0.162020997    0
 -0.661140507  0.136840396    0
 -0.749218489  0.185148533    0
 -0.540329548  0.387396621    0
 -0.592092859  0.447510299    0
 -0.860077357  0.218917745    0
 -0.867516891 -0.137491677    0
 -0.590055695  0.466004783    0
 -0.775966325  0.403399745    0
 -0.849687489  0.315466589    0
 -0.746283040  0.256242513    0
 -0.700854929  0.518361424    0
 -0.923680439  0.449453255    0
 -0.912092992  0.407980138    0
 -0.650765709  0.412200546    0
 -0.980330108  0.299281948    0
 -0.744408938  0.203087089    0
 -0.604170665  0.326156917    0
 -0.735903002  0.655288145    0
 -0.643607616  0.513819006    0
 -0.963376987  0.249000843    0
 -0.426980732  0.282178155    0
 -0.654762824  0.562181098    0
 -0.843491783  0.345421521    0
 -0.553968009  0.538960351    0
 -0.716946447  0.122102049    0
 -0.775328790  0.498892271    0
 -0.640289822  0.435762487    0
 -0.516878864  0.182337108    0
 -0.952125366  0.298280511    0
 -0.723017513  0.256182935    0
 -0.658805240  0.269147489    0
 -0.464552773  0.218324319    0
 -0.564517221  0.196511498    0
 -0.814096964  0.228304066    0
 -0.396184143  0.511765539    0
 -0.996637001  0.209223029    0
 -0.815950989  0.235966820    0
 -0.526626592  0.418687316    0
 -0.667763995  0.428833798    0
 -0.658898181  0.031828081    0
 -0.923935948  0.530254142    0
 -0.909973792  0.451785093    0
 -0.410551229  0.252159645    0
 -0.462064440  0.230673805    0
 -0.366146922 -0.036140226    0
 -0.595861370  0.400288539    0
 -0.704392096  0.238984335    0
 -0.841225771  0.577095745    0
 -0.969828933  0.155360193    0
 -0.557037265  0.314190393    0
 -0.671104208  0.361767035    0
 -0.503286446  0.566417412    0
 -0.950325858  0.078493347    0
 -0.675813120  0.319308250    0
 -0.831561973  0.143581661    0
 -0.435074090  0.492855894    0
 -0.793021028  0.118140919    0
 -0.848627588  0.082762982    0
 -0.820269797  0.395714263    0
 -0.422092727  0.477760711    0
 -0.408676218  0.374918252    0
 -0.546953839  0.473748255    0
 -0.735444130  0.266138774    0
 -0.582205470  0.271991191    0
 -0.338346632  0.242426860    0
 -0.535045557  0.118043648    0
 -0.493743519  0.717856305    0
 -0.760932705  0.416245530    0
 -0.515677444  0.184242721    0
 -0.673504588  0.296239478    0
 -0.459705697  0.186931282    0
 -0.694881314  0.381840980    0
 -0.387447545  0.080890693    0
 -0.596036129  0.184974829    0
 -0.664372536  0.423940859    0
 -0.883742635  0.614943083    0
 -0.509344933  0.290033636    0
 -0.925124882  0.604748154    0
 -0.841007867  0.290327096    0
 -0.894120137  0.157169952    0
 -0.646573229  0.609447746    0
 -1.017873059  0.148721295    0
 -0.582528753  0.184940557    0
 -0.897329196  0.532091737    0
 -0.465016860  0.285520226    0
 -0.726508681  0.181867205    0
 -0.514352969  0.156961029    0
 -0.739246011  0.408845252    0
 -0.537049319  0.307417180    0
 -0.923407832  0.492249753    0
 -0.663217181  0.241275721    0
 -0.871900824  0.191786697    0
 -0.574764695  0.216699985    0
 -0.778723382  0.417127421    0
 -0.717491428  0.169911784    0
 -0.293985190  0.341692708    0
 -0.732183039  0.611673182    0
 -0.672451661  0.290330390    0
 -0.392906014  0.314507904    0
 -0.821496561  0.383502471    0
 -0.441649840  0.131552989    0
 -0.734149425  0.138366727    0
 -0.353467324  0.403725989    0
 -0.756729286  0.140926608    0
 -0.985271855  0.307051129    0
 -0.734362749  0.131915653    0
 -0.843814454  0.508797861    0
 -0.871470989  0.409534472    0
 -0.643774042  0.386072579    0
 -0.617659001  0.067340392    0
 -0.282068649  0.693923139    0
 -0.402555368  0.204385656    0
 -0.458583969  0.420739380    0
 -0.846296983  0.277152491    0
 -1.048542317  0.338822747    0
 -0.799795307  0.309430762    0
 -0.852040552  0.307281614    0
 -0.616474678  0.252952510    0
 -0.691690351  0.272750414    0
 -0.809142202  0.441901584    0
 -0.837139722  0.269171931    0
 -0.743520251  0.247417602    0
 -0.660650230 -0.028489077    0
 -0.594815839  0.109164679    0
 -0.597128033 -0.037465241    0
 -0.921420258 -0.069844290    0
 -0.877566913  0.304297059    0
 -0.765371773  0.596974416    0
 -0.699840550  0.167126769    0
 -0.523434825 -0.064742897    0
 -0.656387744  0.012460495    0
 -1.036967640  0.141450813    0
 -0.715165192  0.217239838    0
 -0.747858131  0.569994813    0
 -0.625684541  0.320122450    0
 -0.756699924  0.174518616    0
 -0.679690670  0.438410861    0
 -0.612004202 -0.134269826    0
 -0.647906789  0.239638558    0
 -0.691066413  0.255635309    0
 -0.675112764  0.550169559    0
 -0.851072790  0.474955936    0
 -0.837051482  0.408050507    0
 -0.961405831  0.588207922    0
 -0.642774716  0.163487304    0
 -0.892075711  0.064132978    0
 -0.927798777  0.072240031    0
 -0.751800726  0.409258566    0
