----- MATRIX Lower Dimensional Embedding ------
+0.999 -1.151 
+1.367 +1.717 
-0.606 +1.431 
-1.103 +0.319 
-0.778 +0.120 
-0.507 +0.134 
-1.191 +0.224 
+0.674 -0.760 
+1.641 -0.763 
-0.257 -1.318 
-0.440 -1.037 
+0.758 -1.282 
-0.918 +1.065 
+1.411 -1.392 
-1.122 +0.389 
-1.315 -0.827 
-0.745 +0.371 
-1.078 -0.735 
-0.389 -0.975 
-0.065 -1.113 
-0.729 -1.225 
+0.731 -0.140 
+0.781 -0.438 
+0.564 +0.185 
+0.698 -0.803 
+0.840 +1.324 
+0.365 +1.276 
+1.955 -1.366 
-1.434 -0.684 
+0.797 +0.095 
+0.945 -0.359 
-1.709 -0.693 
+1.863 -1.153 
+0.306 +0.315 
-1.834 -1.225 
+1.233 -0.850 
+0.099 -0.415 
+0.849 +0.058 
-0.178 +1.325 
-0.952 -0.748 
+0.520 -0.603 
+0.459 -1.041 
-1.930 -0.807 
-0.777 -0.408 
+0.613 +1.918 
+0.656 +1.559 
+0.117 +1.416 
+0.534 -0.536 
+0.640 +0.477 
-0.688 -0.257 
-0.958 +0.901 
+0.131 +0.456 
+0.339 -0.240 
+1.192 -0.424 
-0.357 -1.013 
+1.074 -1.233 
+2.098 -0.968 
+0.931 -1.133 
-0.763 +1.195 
+0.263 -1.072 
-1.832 -0.974 
+0.978 -0.425 
+0.551 -0.703 
-0.678 +1.049 
+0.937 +0.558 
+0.758 +1.395 
-0.356 +1.608 
-0.944 +0.292 
-0.220 -1.328 
-1.885 -1.198 
-0.029 -0.939 
+1.154 -0.428 
+0.077 +0.392 
-1.308 -0.114 
+1.391 +1.751 
-0.099 +0.734 
+1.183 -0.430 
+1.223 -1.358 
-0.246 +1.969 
-1.478 -0.574 
+0.102 +1.940 
+0.721 +0.136 
+0.723 -1.048 
+2.008 -0.966 
+1.307 -0.347 
+0.153 +1.153 
-0.300 +0.671 
-1.575 -0.572 
-0.255 +1.271 
+0.989 +0.336 
-0.798 -0.295 
+0.618 +1.497 
+0.404 +0.668 
+0.158 -1.328 
+0.127 -0.814 
-1.473 -0.891 
+0.197 -0.544 
-0.948 +1.063 
-1.415 -0.918 
-0.559 +0.068 
-1.458 -0.423 
+0.962 +0.060 
-0.956 +0.766 
+0.426 +0.713 
-0.282 +0.031 
-1.692 -1.048 
-0.055 +1.453 
+1.011 +0.991 
+1.288 -0.750 
+0.158 -0.561 
-0.737 -1.152 
-0.052 +1.276 
+0.041 +1.082 
+0.282 -0.145 
+1.957 -1.056 
-0.045 +0.092 
