0.11427,0.61726,0.49663
0.47537,0.88585,0.23027
0.69987,0.48361,0.20758
0.41285,0.65998,0.19903
0.37782,0.73093,0.19435
0.17682,0.36622,0.55156
0.47073,0.76629,0.22669
0.4151,0.43551,0.0022163
0.54042,0.3542,0.40857
0.296,0.89418,0.0093957
0.48139,0.93123,0.52293
0.049572,0.45473,0.29191
0.16035,0.58912,0.077666
0.33273,0.40927,0.59099
0.47829,0.55286,0.23266
0.65303,0.70074,0.62251
0.21373,0.56663,0.041113
0.38318,0.83172,0.19454
0.49773,0.77806,0.5044
0.45867,0.42538,0.21849
0.49293,0.76305,0.24643
0.54315,0.71629,0.37816
0.73736,0.90086,0.39995
0.11834,0.92109,0.12037
0.23996,0.63524,0.028218
0.54248,0.50493,0.3589
0.44233,0.86681,0.20961
0.06464,0.65465,0.40856
0.73389,0.81109,0.3184
0.53416,0.94372,0.31679
0.54257,0.60942,0.36009
0.43541,0.72497,0.20654
0.10461,0.84767,0.13853
0.48477,0.95283,0.23836
0.44268,0.82292,0.76757
0.054851,0.70886,0.25372
0.67546,0.58163,0.1645
0.52519,0.57598,0.033587
0.46753,0.84124,0.53585
0.049192,0.89749,0.32915
0.46122,0.6524,0.010675
0.52568,0.59025,0.29491
0.70056,0.82698,0.20905
0.47288,0.39918,0.22832
0.18097,0.39019,0.061671
0.7107,0.36639,0.2322
0.1809,0.65652,0.061718
0.35918,0.77828,0.58747
0.54757,0.86428,0.045084
0.48583,0.84954,0.5183
0.049438,0.92849,0.29383
0.37696,0.57302,0.19434
0.11797,0.46358,0.50097
0.48426,0.5217,0.23789
0.2885,0.49715,0.59045
0.51841,0.85079,0.28079
0.41569,0.53748,0.56923
0.23062,0.83341,0.032479
0.055338,0.726,0.25139
0.055385,0.92156,0.25118
0.69066,0.89833,0.18975
0.44973,0.35373,0.54961
0.68323,0.44925,0.17687
0.48146,0.85198,0.23537
0.066197,0.91073,0.41295
0.057838,0.78062,0.2406
0.058556,0.55544,0.2378
0.58404,0.5034,0.69269
0.31097,0.39078,0.59172
0.47424,0.39537,0.22937
0.37085,0.82982,0
0.52925,0.85248,0.035529
0.13544,0.9745,0.10101
0.23953,0.69668,0.58051
0.3184,0.60704,0.59169
0.24393,0.42737,0.58182
0.5325,0.55257,0.3118
0.22588,0.9558,0.57588
0.67964,0.86621,0.171
0.18509,0.95221,0.5566
0.52016,0.77297,0.28392
0.24147,0.79982,0.027563
0.71857,0.44525,0.25383
0.078718,0.57168,0.44215
0.5056,0.44141,0.49375
0.061949,0.74579,0.22582
0.73561,0.71276,0.33148
0.73283,0.44693,0.44011
0.66972,0.57494,0.59933
0.057448,0.85014,0.38435
0.2221,0.72144,0.57444
0.53734,0.35469,0.039584
0.096395,0.9082,0.47271
0.52366,0.57618,0.46234
0.062811,0.41798,0.22305
0.51535,0.52091,0.27563
0.51904,0.46618,0.47162
0.064562,0.90642,0.21767
0.25575,0.70034,0.021788
0.7176,0.59427,0.25094
0.077391,0.97493,0.43944
0.062923,0.40143,0.22268
0.54078,0.92755,0.34485
0.18642,0.70199,0.05786
0.48626,0.43473,0.23975
0.30924,0.99076,0.0064927
0.26411,0.44219,0.018729
0.65567,0.91609,0.13715
0.24332,0.556,0.58164
0.47739,0.85541,0.52689
0.5431,0.52812,0.38082
0.61378,0.48488,0.092549
0.62798,0.42741,0.10606
0.54313,1,0.3716
0.37508,0.84027,0.58389
0.54731,0.56493,0.71907
0.73811,0.77241,0.37471
0.47687,0.81546,0.23149
0.61456,0.49142,0.093254
0.71713,0.69662,0.50307
0.5429,0.89284,0.38571
0.083921,0.63677,0.45211
0.42179,0.40254,0.20156
0.34928,0.75462,0.58913
0.10144,0.61649,0.14315
0.46429,0.69391,0.53856
0.69881,0.6088,0.54822
0.40629,0.54894,0.57338
0.096788,0.86116,0.15024
0.55601,0.79404,0.71335
0.23258,0.74026,0.57826
0.093947,0.82095,0.46897
0.34987,0.59595,0.78549
0.10911,0.46624,0.13227
0.52023,0.63978,0.28406
0.5365,0.87183,0.32475
0.3677,0.91013,6.243e-005
0.53141,0.6596,0.44341
0.3268,0.48159,0.0034961
0.64635,0.58985,0.12588
0.21578,0.36559,0.040002
0.42448,0.5016,0.56488
0.52767,0.60716,0.73093
0.10032,0.82885,0.14482
0.6964,0.99313,0.55315
0.73586,0.3717,0.41778
0.3838,0.85935,0.78134
0.35394,0.85956,0.19585
0.48631,0.63373,0.51778
0.51665,0.49485,0.27778
0.21689,0.48013,0.039406
0.58124,0.90027,0.69494
0.53984,0.61567,0.3394
0.26114,0.974,0.01979
0.18956,0.80772,0.55914
0.5089,0.65505,0.74095
0.69747,0.73021,0.20271
0.52552,0.74363,0.29455
0.53112,0.42153,0.44421
0.057473,0.98798,0.38445
0.44193,0.49331,0.0063678
0.38241,0.69469,0.1945
0.12102,0.58363,0.50441
0.055288,0.88045,0.25162
0.38797,0.89677,0.19487
0.70349,0.8424,0.53803
0.69107,0.7859,0.5636
0.54231,0.61315,0.39398
0.45487,0.67399,0.21621
0.055391,0.65729,0.37553
0.70271,0.40723,0.53976
0.7352,0.80709,0.32805
0.49861,0.44068,0.50327
0.20722,0.41422,0.56813
0.094191,0.94628,0.46935
0.4629,0.9086,0.76077
0.18258,0.74647,0.060532
0.068142,0.94241,0.41814
0.34196,0.84118,0.5901
0.52345,0.35203,0.73327
0.51509,0.94207,0.27522
0.049791,0.6205,0.33797
0.39684,0.79832,0.77903
0.44327,0.38902,0.55394
0.47681,0.90938,0.23144
0.53999,0.34867,0.41101
0.10241,0.74145,0.14172
0.44998,0.58504,0.76523
0.38709,0.83431,0.78081
0.4033,0.41469,0.19694
0.053665,0.85476,0.36694
0.73052,0.35851,0.29903
0.080956,0.42675,0.44655
0.39089,0.68757,0.19514
0.048982,0.58262,0.30258
0.54084,0.56696,0.40596
0.49014,0.6516,0.74981
0.61466,0.88607,0.66556
0.4294,0.97965,0.20417
0.35554,0.47514,0.58813
0.25776,0.96704,0.58539
0.14828,0.8443,0.08836
0.67942,0.45059,0.58411
0.35919,0.65916,0.19519
0.23762,0.8939,0.029248
0.067877,0.50464,0.20832
0.34612,0.53421,0.7858
0.11728,0.63646,0.12168
0.35216,0.79576,0.00078037
0.22046,0.45592,0.037523
0.61371,0.7303,0.6665
0.17878,0.52701,0.5528
0.54026,0.9362,0.34175
0.66332,0.74341,0.14709
0.53233,0.82897,0.44076
0.52666,0.62001,0.45562
0.35028,0.71953,0.00090523
0.20676,0.5636,0.56791
0.70124,0.52593,0.54304
0.059112,0.4705,0.23569
0.52472,0.36159,0.73255
0.051451,0.80085,0.35315
0.52625,0.72815,0.034087
0.48943,0.42151,0.75012
0.44952,0.36314,0.54975
0.47642,0.87798,0.014889
0.50776,0.93379,0.02594
0.58648,0.62059,0.070218
0.54311,0.99054,0.37077
0.14687,0.54474,0.52951
0.46428,0.39481,0.011456
0.2853,0.75041,0.012143
0.73773,0.8149,0.39251
0.47966,0.65322,0.015888
0.73374,0.4487,0.43427
0.73695,0.45947,0.34575
0.3973,0.82139,0.57691
0.051286,0.77444,0.27506
0.40509,0.58182,0.57388
0.37132,0.63496,0
0.14037,0.50962,0.52382
0.54188,0.56801,0.39815
0.56098,0.80381,0.052956
0.099769,0.37927,0.14565
0.049597,0.52825,0.29157
0.73811,0.35275,0.37679
0.39497,0.3525,0.19562
0.27189,0.50374,0.58821
0.51065,0.42494,0.26839
0.055069,0.42364,0.37403
0.048808,0.43782,0.30954
0.5368,0.65063,0.42568
0.58433,0.86434,0.69247
0.40593,0.68748,0.57354
0.48925,0.67892,0.01901
0.16092,0.36996,0.077185
0.10282,0.36755,0.48193
0.40197,0.94313,0.1967
0.055744,0.55449,0.37713
0.31392,0.60886,0.59173
0.4433,0.99682,0.55392
0.67293,0.78072,0.59447
0.72231,0.34907,0.48648
0.60957,0.81337,0.088813
0.40688,0.38274,0.77697
0.69135,0.55493,0.56308
0.28011,0.36746,0.58946
0.46451,0.78047,0.22227
0.46391,0.73243,0.22187
0.13805,0.36562,0.52169
0.072478,0.51466,0.1967
0.71479,0.76864,0.50977
0.72069,0.67939,0.49193
0.071632,0.85126,0.19874
0.10093,0.74672,0.1439
0.71001,0.61752,0.23052
0.46527,0.78618,0.53775
0.54304,0.49345,0.36832
0.49697,0.92168,0.25084
0.49565,0.75197,0.50701
0.054885,0.40816,0.25355
0.050272,0.99073,0.28386
0.45729,0.65516,0.21765
0.21737,0.72531,0.57256
0.37089,0.84673,0.58494
0.51804,0.56058,0.4735
0.44274,0.83559,0.2098
0.5319,0.87614,0.31009
0.16323,0.35974,0.075265
0.4858,0.45027,0.51833
0.081908,0.38391,0.44837
0.70708,0.70845,0.52969
0.52974,0.90945,0.035763
0.15306,0.621,0.53462
0.099735,0.86927,0.1457
0.27096,0.6243,0.58804
0.44114,0.70511,0.20906
0.2093,0.38195,0.043588
0.43665,0.84224,0.55807
0.48285,0.38391,0.75293
0.51792,0.40122,0.47372
0.09598,0.62487,0.15152
0.73789,0.93308,0.38866
0.53345,0.90636,0.3146
0.47104,0.78265,0.53278
0.51823,0.7584,0.47315
0.62934,0.68667,0.10743
0.66775,0.49479,0.15323
0.29419,0.44633,0.0098327
0.147,0.69606,0.52962
0.35345,0.90664,0.00068673
0.54002,0.55666,0.34036
0.68976,0.84124,0.56602
0.048873,0.80113,0.32104
0.14351,0.89293,0.092895
0.12036,0.69541,0.50368
0.48747,0.62764,0.24091
0.68379,0.78521,0.1778
0.37913,0.35303,0.19438
0.51115,0.56964,0.73979
0.54313,0.70708,0.37146
0.47855,0.78196,0.52576
0.72347,0.60311,0.2698
0.40016,0.75153,0.19639
0.14322,0.78565,0.52636
0.10466,0.42787,0.48445
0.54317,0.70783,0.37544
0.53744,0.75293,0.32838
0.54315,0.40472,0.37822
0.65063,0.43356,0.62558
0.59218,0.4039,0.074529
0.46312,0.95446,0.53952
0.3756,0.85164,0.19433
0.048792,0.41644,0.31614
0.31206,0.45828,0.0059308
0.72637,0.52474,0.47146
0.55027,0.9577,0.71716
0.057641,0.72475,0.38512
0.3641,0.60347,0.19474
0.090976,0.39169,0.46425
0.095134,0.52123,0.4708
0.38429,0.64147,0.1946
0.064172,0.50784,0.4072
0.42835,0.54074,0.56282
0.23142,0.35344,0.57786
0.07353,0.3859,0.19422
0.35845,0.70106,0.19527
0.24375,0.70592,0.58177
0.17855,0.91847,0.55265
0.45473,0.48764,0.76364
0.23389,0.90074,0.030934
0.69534,0.59771,0.19851
0.46058,0.47268,0.21969
0.088544,0.84015,0.16397
0.53425,0.52271,0.4348
0.49808,0.60974,0.2521
0.34412,0.8414,0.0014359
0.34746,0.96363,0.19694
0.4677,0.892,0.012392
0.29476,0.98808,0.59101
0.29011,0.78,0.59061
0.44754,0.38872,0.0074916
0.066931,0.94375,0.41494
0.45261,0.80953,0.21492
0.35905,0.91453,0.78465
0.049107,0.4587,0.29965
0.55219,0.60757,0.047706
0.41007,0.73961,0.77628
0.19451,0.58234,0.052516
0.4567,0.82604,0.0095518
0.53565,0.57557,0.43
0.43296,0.68223,0.77045
0.59011,0.98105,0.07294
0.080759,0.52348,0.17863
0.45692,0.37093,0.21743
0.45105,0.68804,0.76489
0.25844,0.63862,0.020758
0.2134,0.46153,0.041294
0.45244,0.90679,0.76442
0.47798,0.84889,0.75496
0.72047,0.774,0.49264
0.45673,0.59441,0.54453
0.53674,0.36475,0.32565
0.33877,0.3448,0.59045
0.17054,0.79632,0.069428
0.12163,0.85488,0.50508
0.29831,0.65436,0.0088338
0.54283,0.7991,0.36383
0.45177,0.6305,0.76464
0.70898,0.95767,0.52505
0.70789,0.54409,0.22537
0.074014,0.48641,0.1931
0.13268,0.5383,0.10393
0.070758,0.70199,0.42467
0.26141,0.3823,0.019697
0.37843,0.76536,0
0.47414,0.81786,0.2293
0.50666,0.4472,0.26278
0.59005,0.59959,0.072896
0.71966,0.91481,0.25721
0.4121,0.77472,0.77581
0.44005,0.74279,0.55598
0.54156,0.74566,0.40078
0.35953,0.82632,0.5874
0.47088,0.4975,0.013266
0.39213,0.42534,0.57875
0.68242,0.55491,0.17553
0.057033,0.35686,0.38267
0.4023,0.7579,0.00099888
0.42427,0.49861,0.0034024
0.39506,0.51609,0.57773
0.71173,0.4313,0.51804
0.63287,0.52342,0.11105
0.71076,0.54249,0.23234
0.41044,0.4839,0.0017168
0.53283,0.62748,0.037289
0.18788,0.9759,0.55819
0.40931,0.72674,0.0016232
