% state sequence 0 - Vector (10) = 
0,0,1,1,1,1,1,1,1,1,
% state sequence 1 - Vector (10) = 
0,0,0,0,1,1,1,1,1,1,
% state sequence 2 - Vector (10) = 
0,0,0,0,0,0,0,0,0,0,
% state sequence 3 - Vector (10) = 
0,1,1,1,1,1,1,1,1,1,
% state sequence 4 - Vector (10) = 
0,0,0,0,0,1,1,1,1,1,
% state sequence 5 - Vector (10) = 
0,1,1,1,1,1,1,1,1,1,
% state sequence 6 - Vector (10) = 
0,0,1,1,1,1,1,1,1,1,
% state sequence 7 - Vector (10) = 
0,0,0,0,0,0,0,0,0,0,
% state sequence 8 - Vector (10) = 
0,0,1,1,1,1,0,0,0,1,
% state sequence 9 - Vector (10) = 
0,0,0,0,0,0,0,0,0,0,
