0.826781,8.195397,8.192305,7.844307
0.799677,3.447848,3.426046,3.249897
0.852806,11.636150,11.714599,11.702562
0.837878,10.552288,10.598598,10.430554
0.880600,6.212088,6.202565,5.695425
0.877572,6.957447,6.953786,6.481187
0.824910,7.770866,7.761851,7.403788
0.889901,4.083474,4.060148,3.507665
0.881946,5.886045,5.874129,5.354422
0.791637,2.725740,2.710289,2.604466
0.864199,10.108931,10.148070,9.921336
0.863464,10.255219,10.297569,10.087925
0.847668,11.663828,11.742324,11.734865
0.814230,5.554745,5.530861,5.208528
0.716440,0.664650,0.663872,0.653421
0.801279,3.625913,3.603213,3.410230
0.889733,4.118708,4.095564,3.542985
0.807288,4.409968,4.385499,4.128037
0.718965,0.693156,0.692894,0.682392
0.841336,11.097065,11.158259,11.062691
0.847282,11.647601,11.725545,11.715367
0.736972,0.909604,0.907681,0.896347
0.773018,1.762371,1.757829,1.716861
0.819337,6.555830,6.535602,6.181033
0.780965,2.093288,2.085590,2.029098
0.830193,8.970274,8.980536,8.667977
0.863625,10.223460,10.265101,10.051689
0.807379,4.423257,4.398778,4.140373
0.835347,10.074594,10.108892,9.886882
0.826598,8.153732,8.150013,7.800744
0.803727,3.922712,3.898996,3.679596
0.868316,9.212660,9.234951,8.917116
0.878567,6.711237,6.705567,6.220708
0.833522,9.699341,9.724868,9.466736
0.867141,9.479793,9.506612,9.213657
0.814054,5.522517,5.498576,5.177654
0.813996,5.511867,5.487907,5.167457
0.852362,11.656480,11.735486,11.726861
0.875678,7.427819,7.428279,6.981372
0.864851,9.974995,10.011310,9.769514
0.828148,8.507144,8.509043,8.172587
0.824172,7.604633,7.593581,7.233279
0.831078,9.168200,9.182362,8.882530
0.876761,7.158633,7.156684,6.694708
0.882839,5.672455,5.659018,5.132006
0.859169,10.997665,11.058296,10.946425
0.852618,11.645192,11.723890,11.713370
0.693338,0.488867,0.489174,0.485978
0.879440,6.496055,6.488691,5.993796
0.803548,3.899855,3.876200,3.658751
0.837601,10.502878,10.547902,10.373861
0.821854,7.092047,7.075732,6.714168
0.849894,11.707750,11.787946,11.787943
0.785900,2.350798,2.339944,2.266065
0.455529,0.099630,0.099609,0.098452
0.818543,6.392033,6.370911,6.020005
0.814634,5.629228,5.605488,5.279980
0.858793,11.051970,11.114061,11.010104
0.779201,2.012291,2.005509,1.953521
0.558866,0.235794,0.235868,0.235604
0.462230,0.108848,0.109055,0.108220
0.847563,11.659682,11.738036,11.729881
0.858199,11.134004,11.198326,11.106529
0.852677,11.642420,11.721042,11.710056
0.601565,0.280072,0.280432,0.280213
0.840722,11.010966,11.069717,10.961915
0.829525,8.819694,8.827117,8.505889
0.815065,5.709620,5.686054,5.357254
0.864368,10.074544,10.112948,9.882295
0.888285,4.428180,4.406722,3.854751
0.827435,8.344554,8.343784,8.000860
0.829836,8.890064,8.898800,8.581514
0.744634,1.029040,1.026909,1.011036
0.915730,0.643525,0.622889,0.381961
0.860440,10.800133,10.855588,10.715829
0.852582,11.646836,11.725580,11.715335
0.851092,11.695989,11.776014,11.774045
0.771034,1.691283,1.687142,1.648704
0.744065,1.019243,1.017108,1.001570
0.886864,4.741558,4.721956,4.173089
0.858057,11.152952,11.217794,11.128840
0.560974,0.237886,0.238074,0.237840
0.877679,6.930988,6.927107,6.453151
0.833208,9.632648,9.656678,9.392704
0.870716,8.646860,8.660808,8.295720
0.867772,9.337319,9.361673,9.055228
0.828118,8.500124,8.501904,8.165148
0.849753,11.707500,11.787665,11.787616
0.858252,11.126969,11.191098,11.098249
0.818346,6.351806,6.330485,5.980580
0.857438,11.231967,11.298995,11.222041
0.833648,9.725945,9.752074,9.496321
0.833417,9.677141,9.702167,9.442071
0.845247,11.521095,11.594944,11.564006
0.882794,5.683154,5.669792,5.143128
0.850973,11.698267,11.778343,11.776758
0.822231,7.174213,7.158639,6.796727
0.549657,0.225887,0.226093,0.225802
0.879860,6.393012,6.384856,5.885383
0.869016,9.050132,9.069859,8.737730
0.877319,7.020089,7.016954,6.547604
0.842834,11.285933,11.352621,11.284930
0.872441,8.227851,8.236574,7.840614
0.830358,9.007531,9.018512,8.708233
0.862349,10.467390,10.514630,10.331002
0.810386,4.888990,4.864433,4.575961
0.862963,10.352017,10.396564,10.198605
0.870405,8.721311,8.736267,8.377010
0.815153,5.726070,5.702541,5.373086
0.878890,6.631447,6.625143,6.136488
0.862583,10.423877,10.470092,10.281007
0.358621,0.039607,0.039889,0.039689
0.875460,7.481838,7.482800,7.039037
0.847662,11.663612,11.742101,11.734605
0.820663,6.835229,6.816844,6.457637
0.854899,11.495931,11.570416,11.535203
0.792909,2.822920,2.806373,2.691400
0.810169,4.853605,4.829039,4.542655
0.805970,4.221815,4.197534,3.953964
0.864117,10.125461,10.164956,9.940120
0.837808,10.539861,10.585847,10.416285
0.853488,11.598478,11.675875,11.657547
0.863258,10.295336,10.338589,10.133751
0.786119,2.363412,2.352399,2.277558
0.851725,11.679749,11.759372,11.754665
0.829910,8.906703,8.915753,8.599427
0.834745,9.953323,9.984721,9.750434
0.474415,0.122940,0.122606,0.121958
0.849762,11.707528,11.787695,11.787652
0.816273,5.939972,5.917024,5.579580
0.799577,3.437100,3.415361,3.240247
0.882311,5.798611,5.786069,5.263279
0.864626,10.021682,10.058969,9.822361
0.817106,6.103051,6.080661,5.737812
0.858723,11.061853,11.124211,11.021707
0.859202,10.992786,11.053287,10.940710
0.817423,6.166001,6.143855,5.799083
0.856766,11.311408,11.380659,11.316000
0.871352,8.493324,8.505272,8.128498
0.844527,11.460306,11.532261,11.491600
0.852477,11.651539,11.730410,11.720955
0.870321,8.741407,8.756639,8.398975
0.871695,8.409983,8.420888,8.037956
0.759991,1.357177,1.353942,1.327158
0.860979,10.710352,10.763526,10.611551
0.871339,8.496372,8.508359,8.131812
0.836498,10.298734,10.338551,10.140749
0.888592,4.361688,4.339855,3.787540
0.870185,8.774052,8.789738,8.434678
0.858510,11.091679,11.154845,11.056744
0.859316,10.975835,11.035884,10.920862
0.812984,5.330378,5.306154,4.994116
0.835884,10.180627,10.217510,10.006707
0.712975,0.627490,0.625978,0.616570
0.843440,11.353371,11.422070,11.364684
0.732345,0.849177,0.848007,0.838601
0.822245,7.177412,7.161867,6.799946
0.822429,7.217702,7.202536,6.840523
0.839985,10.901141,10.956828,10.833847
0.868507,9.168684,9.190267,8.868504
0.856414,11.350344,11.420693,11.362145
0.781730,2.130084,2.121952,2.063256
0.846518,11.608160,11.684795,11.668065
0.851559,11.684687,11.764437,11.760562
0.859781,10.905043,10.963221,10.838099
0.836410,10.282115,10.321515,10.121851
0.827213,8.293825,8.292251,7.947510
0.866767,9.563011,9.591323,9.306492
0.838787,10.708826,10.759279,10.610864
0.789088,2.547332,2.534020,2.444187
0.869447,8.948912,8.967113,8.626386
0.863525,10.243234,10.285316,10.074246
0.798835,3.359130,3.337870,3.170317
0.869332,8.975931,8.994534,8.656080
0.908189,1.238738,1.211997,0.843188
0.422976,0.068304,0.068315,0.068210
0.806148,4.246687,4.222376,3.976911
0.802440,3.762819,3.739584,3.534133
0.820397,6.778595,6.759802,6.401365
0.767648,1.578314,1.574583,1.539964
0.829687,8.856295,8.864397,8.545196
0.835802,10.164552,10.201040,9.988509
0.774006,1.799248,1.794451,1.752094
0.908824,1.176677,1.150320,0.792207
