0.699060,0.289820,0.289835,0.291948,0.312460
-1.213900,0.198854,0.187097,0.197450,0.190960
1.305300,0.194629,0.197232,0.196583,0.170180
-0.121350,0.342935,0.352597,0.348037,0.396020
0.299530,0.332010,0.344840,0.337389,0.381440
-1.256300,0.190521,0.178119,0.188741,0.181220
-1.899000,0.081968,0.068476,0.078963,0.065744
-0.037593,0.343802,0.354215,0.348968,0.398660
-2.284700,0.038992,0.021682,0.035005,0.029339
-0.869880,0.265486,0.267316,0.269049,0.273270
-0.259020,0.338185,0.347711,0.343522,0.385780
0.565700,0.306607,0.311979,0.310031,0.339950
-0.248710,0.338686,0.348145,0.343991,0.386790
-1.080500,0.225281,0.216293,0.225493,0.222530
0.048817,0.343109,0.354427,0.348436,0.398470
-0.634390,0.303213,0.318000,0.309319,0.326230
0.728530,0.285841,0.284969,0.287729,0.305950
-1.584200,0.130168,0.116604,0.127369,0.113740
1.930100,0.085775,0.062452,0.080609,0.061937
-0.927360,0.254912,0.252870,0.257550,0.259520
-2.940400,0.007527,0.002627,0.006174,0.005289
0.932040,0.256338,0.253759,0.257487,0.258390
0.425370,0.321562,0.332312,0.326266,0.364430
-0.555840,0.313255,0.328386,0.319549,0.341840
-0.386280,0.330014,0.341570,0.335867,0.370260
-0.128850,0.342783,0.352393,0.347886,0.395640
0.329430,0.329807,0.342408,0.335076,0.377870
-0.336850,0.333629,0.344148,0.339267,0.376940
1.365400,0.183065,0.183383,0.184561,0.157070
-0.218360,0.340023,0.349369,0.345245,0.389540
-1.240000,0.193716,0.181557,0.192072,0.184930
-1.115100,0.218430,0.208539,0.218163,0.214250
0.404310,0.323520,0.334828,0.328375,0.367630
-0.437990,0.325622,0.338454,0.331685,0.362450
-1.055800,0.230153,0.221935,0.230728,0.228490
1.414400,0.174918,0.173627,0.176209,0.146710
-0.622730,0.304792,0.319770,0.310948,0.328630
-0.699910,0.293789,0.306517,0.299473,0.312270
-1.433500,0.156807,0.142516,0.154140,0.142790
0.639870,0.297535,0.299727,0.300211,0.325090
0.975010,0.249720,0.247686,0.250930,0.248020
0.677320,0.292699,0.293457,0.295019,0.317170
1.244800,0.205276,0.208222,0.207304,0.183840
-1.982300,0.071064,0.055250,0.067799,0.055930
-0.646350,0.301562,0.316099,0.307610,0.323740
-0.405010,0.328496,0.340501,0.334429,0.367530
1.450200,0.168347,0.164865,0.169269,0.139380
1.068000,0.234969,0.234792,0.236481,0.225550
-0.110590,0.343131,0.352874,0.348234,0.396510
0.788910,0.277434,0.275241,0.278922,0.292250
0.336990,0.329221,0.341740,0.334457,0.376920
0.375480,0.326068,0.338001,0.331105,0.371790
-0.294760,0.336264,0.346138,0.341729,0.381980
2.160000,0.057220,0.042882,0.052629,0.038707
0.612690,0.300942,0.304265,0.303888,0.330670
0.944090,0.254495,0.252043,0.255654,0.255480
-0.777220,0.281544,0.289928,0.286421,0.294940
-0.304430,0.335694,0.345695,0.341197,0.380880
-0.912660,0.257654,0.256553,0.260532,0.263050
0.038151,0.343282,0.354487,0.348587,0.398650
1.396100,0.178261,0.177930,0.179713,0.150540
2.080900,0.066015,0.048344,0.060972,0.045774
-1.202500,0.201105,0.189531,0.199813,0.193610
-0.086094,0.343485,0.353432,0.348597,0.397470
-0.927250,0.254933,0.252898,0.257572,0.259540
0.360410,0.327337,0.339533,0.332458,0.373860
-0.644730,0.301787,0.316361,0.307844,0.324080
0.551360,0.308275,0.314276,0.311844,0.342690
-1.304300,0.181186,0.168110,0.179061,0.170400
-0.165730,0.341858,0.351269,0.346987,0.393500
-0.309510,0.335386,0.345459,0.340910,0.380280
0.229600,0.336449,0.349306,0.341965,0.388560
0.155710,0.340020,0.352397,0.345527,0.394140
0.403320,0.323610,0.334942,0.328472,0.367780
0.807090,0.274841,0.272388,0.276236,0.288050
0.979530,0.249017,0.247054,0.250237,0.246920
1.309600,0.193864,0.196397,0.195805,0.169230
-0.112560,0.343097,0.352824,0.348199,0.396420
-0.089335,0.343446,0.353364,0.348556,0.397350
-0.572180,0.311282,0.326512,0.317564,0.338700
0.966600,0.251025,0.248865,0.252218,0.250050
-1.677100,0.114853,0.102442,0.112077,0.097752
0.542250,0.309320,0.315717,0.312980,0.344400
1.189100,0.214865,0.217259,0.216813,0.196740
0.554550,0.307907,0.313768,0.311444,0.342080
-1.894800,0.082540,0.069146,0.079546,0.066266
-0.429640,0.326374,0.338995,0.332406,0.363770
0.564950,0.306695,0.312100,0.310126,0.340100
-0.083795,0.343511,0.353479,0.348626,0.397540
-1.170400,0.207460,0.196435,0.206512,0.201120
-0.606290,0.306967,0.322127,0.313179,0.331960
-0.757850,0.284719,0.294346,0.289827,0.299360
0.241690,0.335754,0.348648,0.341258,0.387460
-0.884070,0.262914,0.263746,0.266253,0.269890
1.375600,0.181991,0.182591,0.183599,0.154880
-0.736780,0.288093,0.298967,0.293431,0.304110
1.759200,0.112655,0.088998,0.108961,0.084898
1.453500,0.167740,0.164036,0.168624,0.138720
0.958500,0.252278,0.250004,0.253457,0.252010
-1.441100,0.155413,0.141098,0.152730,0.141230
0.164260,0.339666,0.352115,0.345181,0.393600
1.208100,0.211618,0.214274,0.213606,0.192300
0.181950,0.338885,0.351472,0.344411,0.392390
-0.793300,0.278858,0.286155,0.283530,0.291240
0.079085,0.342485,0.354120,0.347873,0.397700
1.739500,0.116010,0.092962,0.112585,0.087870
0.639010,0.297644,0.299871,0.300329,0.325270
1.520400,0.155405,0.146726,0.155415,0.125590
-0.684480,0.296091,0.309453,0.301896,0.315630
0.225810,0.336660,0.349502,0.342180,0.388900
-1.397700,0.163435,0.149345,0.160868,0.150220
1.396700,0.178151,0.177790,0.179598,0.150420
0.952830,0.253152,0.250805,0.254322,0.253380
1.034000,0.240431,0.239497,0.241814,0.233740
-2.666500,0.015645,0.008937,0.013223,0.011400
0.168130,0.339501,0.351982,0.345019,0.393340
1.706000,0.121811,0.100130,0.118878,0.093094
0.384250,0.325309,0.337070,0.330294,0.370550
0.316880,0.330754,0.343469,0.336072,0.379410
1.517500,0.155940,0.147490,0.155992,0.126140
-0.921200,0.256064,0.254412,0.258803,0.261000
0.048482,0.343115,0.354430,0.348441,0.398470
-0.786500,0.280000,0.287761,0.284759,0.292810
0.178230,0.339055,0.351614,0.344579,0.392660
0.806060,0.274989,0.272548,0.276389,0.288290
0.552320,0.308165,0.314124,0.311724,0.342510
-0.236440,0.339251,0.348649,0.344520,0.387950
0.655900,0.295484,0.297042,0.298005,0.321730
1.475600,0.163669,0.158415,0.164287,0.134300
0.069920,0.342695,0.354235,0.348064,0.397970
0.081742,0.342421,0.354084,0.347814,0.397610
1.748900,0.114404,0.091047,0.110848,0.086448
-0.439360,0.325497,0.338364,0.331566,0.362240
-0.466170,0.322963,0.336495,0.329122,0.357870
-1.266700,0.188488,0.175936,0.186626,0.178840
-0.107110,0.343189,0.352959,0.348293,0.396660
0.224620,0.336726,0.349563,0.342246,0.389000
-0.110110,0.343139,0.352886,0.348242,0.396530
-0.599800,0.307808,0.323012,0.314039,0.333260
0.282210,0.333204,0.346101,0.338632,0.383370
-2.523200,0.022389,0.012881,0.019191,0.016537
-0.811860,0.275702,0.281699,0.280123,0.286940
2.921300,0.011477,0.005445,0.009827,0.005595
1.062000,0.235216,0.234245,0.236523,0.227000
-0.372030,0.331114,0.342345,0.336906,0.372270
-0.917210,0.256808,0.255412,0.259612,0.261960
1.323200,0.191436,0.193704,0.193330,0.166240
-0.437400,0.325675,0.338493,0.331737,0.362550
0.337490,0.329182,0.341695,0.334416,0.376860
-0.149860,0.342292,0.351776,0.347406,0.394490
