0.95013,0.015867,0.90218
0.23114,0.62827,0.49852
0.60684,0.81247,0.076331
0.48598,0.21764,0.70745
0.8913,0.40544,0.48079
0.7621,0.56992,0.3678
0.45647,0.49087,0.55886
0.018504,0.12941,0.57764
0.82141,0.59093,0.62531
0.4447,0.89846,0.71391
0.61543,0.5943,0.81351
0.79194,0.30198,0.34136
0.92181,0.54417,0.031283
0.73821,0.23619,0.32784
0.17627,0.16054,0.13514
0.40571,0.45332,0.58609
0.93547,0.74134,0.45183
0.9169,0.6009,0.78942
0.41027,0.58415,0.49065
0.89365,0.27056,0.43286
0.057891,0.055007,0.38686
0.35287,0.67559,0.42647
0.81317,0.30808,0.53222
0.0098613,0.19109,0.96641
0.13889,0.76586,0.59066
0.20277,0.47412,0.44548
0.19872,0.25718,0.71767
0.60379,0.32522,0.2488
0.27219,0.084471,0.5656
0.19881,0.66184,0.90571
0.015274,0.5165,0.603
0.74679,0.21264,0.049442
0.4451,0.485,0.019575
0.93181,0.41129,0.84513
0.46599,0.20878,0.0039329
0.41865,0.24517,0.53003
0.84622,0.03961,0.94418
0.52515,0.88536,0.81857
0.20265,0.034764,0.17913
0.67214,0.62232,0.10378
0.83812,0.50743,0.35854
0.01964,0.29192,0.30765
0.68128,0.18341,0.74822
0.37948,0.45142,0.81749
0.8318,0.57708,0.33686
0.50281,0.35885,0.39637
0.70947,0.73854,0.73254
0.42889,0.086073,0.82861
0.30462,0.44687,0.21802
0.18965,0.2273,0.16817
0.19343,0.65943,0.39474
0.68222,0.92336,0.94825
0.30276,0.52377,0.58507
0.54167,0.8555,0.92686
0.15087,0.67774,0.6111
0.6979,0.12965,0.0013261
0.37837,0.092123,0.72168
0.86001,0.6624,0.61217
0.85366,0.71089,0.9852
0.59356,0.82899,0.72298
0.49655,0.13526,0.43025
0.89977,0.02846,0.19848
0.82163,0.88923,0.34108
0.64491,0.55099,0.013573
0.81797,0.66847,0.022608
0.66023,0.96164,0.77788
0.34197,0.78,0.56758
0.28973,0.28357,0.57059
0.34119,0.77179,0.44004
0.53408,0.42441,0.75816
0.72711,0.1503,0.59037
0.30929,0.10321,0.17506
0.8385,0.69445,0.017803
0.56807,0.3858,0.83703
0.37041,0.99667,0.72545
0.70274,0.29121,0.78678
0.54657,0.88262,0.75506
0.44488,0.040432,0.18952
0.69457,0.054237,0.070021
0.62131,0.64273,0.66164
