22306.9682,22306.9682
18736.82935,18736.82935
19972.65132,19972.65132
20438.95099,20438.95099
22306.9682,22306.9682
28213.80759,28213.80759
25870.63881,19643.10134
19635.16695,20803.11892
21869.69626,22306.9682
18216.52782,18629.42396
18663.10215,18736.82935
18632.50896,18431.70817
20534.51524,20438.95099
21869.69626,22306.9682
28253.72751,28213.80759
17963.47879,17963.47879
20794.59284,20794.59284
29200.34118,29200.34118
21616.33115,21616.33115
24144.42972,24124.43193
23715.37614,23395.74454
29747.6139,30353.35124
25088.02601,25105.03084
24158.86826,24767.36151
29207.17593,29585.43421
23094.05923,22648.21416
22286.01961,21971.04571
19107.89104,19718.78509
22093.89799,23036.28426
23196.10591,20667.77331
23196.10591,20667.77331
25105.03084,23715.37614
24767.36151,24144.42972
18533.02999,18533.02999
21416.7128,21416.7128
21616.33115,21616.33115
17963.47879,17963.47879
19041.40954,19041.40954
20794.59284,20794.59284
29200.34118,29200.34118
19832.43479,20301.73864
19211.17032,19803.34886
20237.98621,19868.23726
19352.42272,19461.11307
21084.76437,21839.03311
18703.36068,18143.63282
21490.74752,22207.63296
21084.76437,21839.03311
22579.4564,21777.06775
22579.4564,21777.06775
20163.83224,20616.13326
19217.37222,19337.54317
20163.83224,20616.13326
21496.51157,21416.7128
21081.99541,20948.68392
20642.01808,18533.02999
21839.03311,21834.61814
20110.58477,20325.36556
19956.47533,19724.18149
28152.3415,28364.4922
19718.78509,20573.35476
23036.28426,23733.74853
20875.43919,21810.14112
18212.59014,17963.47879
19461.11307,19041.40954
19052.25588,19128.13069
20301.73864,21616.33115
21004.79882,20794.59284
21474.80009,21576.48879
29511.56359,29200.34118
18829.35308,19517.06338
20534.29826,20593.45942
21879.14071,22964.37728
22606.07147,21226.61474
28860.59551,28349.99465
19643.10134,20417.77062
20803.11892,19538.21005
23395.74454,21424.24466
19706.7649,19757.08829
20415.42381,20464.96472
20828.49363,20911.54934
24124.43193,22710.48377
27224.83791,27122.36448
30353.35124,30446.66947
32370.73274,31470.01269
21424.24466,21424.24466
19757.08829,19757.08829
20911.54934,20911.54934
30446.66947,30446.66947
31470.01269,31470.01269
19517.06338,19211.17032
22964.37728,19832.43479
21082.82709,21039.08189
22216.79582,22045.90959
21525.40837,22536.18296
