2.7,6,4,18230
2.4,4,4,18663.10215
3.5,6,4,19729.82106
2.7,6,4,20534.51524
2.7,6,4,21869.69626
3.5,6,4,28253.72751
2.7,6,4,16482.25
3.9,6,2,19384.51311
2.4,4,4,13978.26
2.3,4,4,18142.43707
2.4,4,4,18701.16109
3.5,6,4,19051.37553
2.7,6,4,20410.58435
2.4,4,4,20940.96582
5.7,8,4,27716.97004
2.5,4,4,17963.47879
3,6,4,20794.59284
3.5,6,4,29200.34118
2.7,6,4,30980.83233
2.7,6,2,24767.36151
2.7,6,4,25859.49906
3.5,6,4,29585.43421
2.7,6,4,22770
2.7,6,2,25717.42892
3.5,6,4,29063.41638
2.7,6,4,20135.33851
2.4,4,4,22045.90959
3.5,6,4,19353.16091
2.7,6,4,22537
2.7,6,4,21902.51466
2.7,6,4,23765.9
2.7,6,4,23753
2.7,6,2,24158.86826
2.7,6,4,18751.20203
2.4,4,4,21496.51157
2.4,4,4,16791.47
2.5,4,4,18212.59014
2.4,4,4,19461.11307
3,6,4,21004.79882
5.7,8,4,29511.56359
2.4,4,4,14958.32102
2.3,4,4,19517.06338
3.5,6,4,20593.45942
3.3,6,2,21226.61474
2.4,4,4,16380
3.5,6,4,18037.80677
2.7,6,4,21515.71478
2.4,4,4,21777.06775
2.4,4,4,18119
2.4,4,4,21627.8446
2.4,4,4,18950
3.9,6,4,19839.09775
2.4,4,4,22159.27505
3.3,6,4,21820.52526
2.7,6,4,23170.93794
2.4,4,4,27243.04989
2.4,4,4,18180
3.5,6,4,18628.60972
2.2,4,4,18780.19076
5.7,8,4,26909.73714
3.9,6,4,19107.89104
2.4,4,4,20116.5
3.8,6,4,21332.96564
2.5,4,4,18373.61426
2.4,4,4,19352.42272
2.3,4,4,19403.58903
2.4,4,4,20446.81674
3,6,4,20822.38351
2.5,4,4,21146.69524
5.7,8,4,28129.58322
3,6,4,18941.38969
3.9,6,4,19848.52269
2.4,4,4,22116.34054
3.3,6,2,22854.78373
5.7,8,4,28331.68414
2.4,4,4,14622.75
3.5,6,2,19635.16695
2.4,4,4,16747
2.4,4,4,19623.45828
3,6,4,20540.92899
3.5,6,4,21085.62682
2.4,4,2,24144.42972
3.5,6,4,26638.50492
6.1,8,4,29747.6139
5.7,8,4,30271.68646
2.4,4,4,17986
2.4,4,4,19706.7649
3.5,6,4,20828.49363
6.1,8,4,30353.35124
5.7,8,4,32370.73274
3,6,4,18829.35308
2.4,4,4,19159.42177
3.5,6,4,20407.08403
2.4,4,4,22225.70372
2.4,4,4,22640.06738
5.7,8,4,28945.9096
2.4,4,4,14403
5.7,8,4,30446.66947
2.4,4,4,17292.5
3.5,6,4,19337.54317
2.4,4,4,20616.13326
3.3,6,4,21094.86471
2.4,4,4,22807.02602
2.4,4,4,17353.5
2.7,6,4,21066.37808
3.5,6,4,26020.80603
5.3,8,4,19972.65132
2.7,6,4,20438.95099
2.4,4,4,26730.41751
2.4,4,4,18526
2.4,4,4,20667.77331
3.5,6,4,21082.82709
2.4,4,4,21525.40837
2.4,4,4,22216.79582
2.4,4,4,27372.39634
